thread_id,total_url_passed,email_found,social_link_found
0,1,1,0
1,1,1,0
thread_id,total_url_passed,email_found,social_link_found
1,1,1,0
0,1,1,0
thread_id,total_url_passed,email_found,social_link_found
0,1,1,0
1,1,1,0
thread_id,total_url_passed,email_found,social_link_found
1,1,1,0
0,1,1,0
thread_id,total_url_passed,email_found,social_link_found
1,1,1,0
0,1,1,0
