thread_id,timestamp,total_url_passed,email_found,social_link_found
1,2023-12-07 15:16:58.415671,20,0,1
0,2023-12-07 15:17:03.382815,20,4,1
0,2023-12-07 15:23:19.792878,20,12,2
1,2023-12-07 15:23:44.927525,20,17,1
