thread_id,last_updated,total_url_passed,email_found,social_link_found
0,2023-12-11 08:21:50.228152,12,8,1
1,2023-12-11 08:16:16.569230,12,7,2
3,2023-12-11 08:18:46.484732,12,8,2
2,2023-12-11 08:16:24.075849,12,10,0
